id,title,company,industry,location,salary,employment_type,experience,education,posted_date,closing_date,contact_email,contact_phone,apply_instructions,description,requirements,url,source
38006,ការដេញថ្លៃ ស្តង់ដាព័ត៌មានទូទៅ និងយថាប្រភេទប្រព័ន្ធសូឡាបូមទឹកជាមួយជើងរេតាមពន្លឺថ្ងៃដោយស្វ័យប្រវត្តិ,Social Entrepreneurs Union of Agricultural Cooperative,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14-Jan-2026,TO:em.seuac@gmail.com,060 666 652,N/A,យើងខ្ញុំ​កំពុង​ស្វែងរក​សំណើ​រសុំការ​ដេញថ្លៃ​ដូច​ខាងក្រោម​។,"Trapeang Trach Village, Rolea B'ier Commune, Rolea B'ier District, Kampong Chhnang Province, Cambodia",https://www.bongthom.com/job_detail/view_detail_38006.html,BongThom
38008,ការដេញថ្លៃ ស្តង់ដាព៌តមានទូទៅ និងយថាប្រភេទរោងផ្ទះសំណាញ់,Social Entrepreneurs Union of Agricultural Cooperative,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14-Jan-2026,TO:em.seuac@gmail.com,060 666 652,N/A,យើងខ្ញុំ​កំពុង​ស្វែងរក​សំណើ​រសុំការ​ដេញថ្លៃ​ដូច​ខាងក្រោម​។,"Trapeang Trach Village, Rolea B'ier Commune, Rolea B'ier District, Kampong Chhnang Province, Cambodia",https://www.bongthom.com/job_detail/view_detail_38008.html,BongThom
38004,"Sales Executive, Content Creator, Corporate Sales Manager, Customer Experience Officer, and Shop Supervisor","Phare Performing Social Enterprise Co., Ltd",N/A,N/A,"$400 per month, plus additional employment benefits.",N/A,N/A,N/A,N/A,29-Jan-2026,TO:hr@pharecircus.org,063 966 435,N/A,"Phare Performing Social Enterprise (PPSE)
is
world record breaker, award winning
and
pioneering social
business
in
Cambodia
that tackles social issues
and
contribute
to
Sustainable
Development
Goals (SGDs). Primarily SDG number 1, Zero Poverty through youth skilling & employment
in
the cultural
and
creative industry
and
SGD number 8 Decent
Work
and Economic Growth. PPSE creates, produces
and
disseminates live performances, graphic designs, animation
and
other cultural products
in
Cambodia
and
abroad. PPSE artists come
from
difficult social
and
economic backgrounds
and
have benefited
from
the training provided by
the
Phare Ponleu Selpak Association (PPSA)
who
has helped young marginalized Cambodians transform
their
lives through arts
for
more than 30 years. PPSE sees artistic creativity
as
a strategic asset
for
the
development
of
a
flourishing society
and
a vibrant economy. It creates high-quality jobs, secures tourism benefits
for
the benefit
of
the local population, strengthens
the
Cambodian cultural identity
and
improves access
to
education
for
marginalized young people.","#B41, Borey Premprey, Kok Chak Sangkat, Siem Reap Municipality, Siemreap Province, Cambodia",https://www.bongthom.com/job_detail/sales_executive_content_creator_corporat_38004.html,BongThom
38003,Invitation to Bid for Project AI & Digital Marketing Training Program,Khmer Enterprise,N/A,N/A,N/A,N/A,N/A,N/A,N/A,KE to invite implementers/partners for a detailed project briefing after the announcement closing date,TO:procurement@khmerenterprise.info,N/A,N/A,"An exciting initiative that combines
the
new generation
of
technologies
with
real-world
business
needs, aiming
to
enhance
the
MSMEs abilities
to
enter into
the
modern technological world.
The
Al & Digital Marketing Training equips local entrepreneurs-many currently using only phones
to
reach customers-with practical
skills
to leverage Al
and
digital tools
for
business growth. Focusing
on
online visibility, engagement,
and
data-driven decisions,
the
program helps
them
adapt
to
current
market
trends
and
compete
more
confidently.","Business Development Center (BDC) Building, 9th Floor, OCIC Blvd, Sangkat Chroy Changvar, Khan Chroy Changvar, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/invitation_to_bid_for_project_ai_digital_38003.html,BongThom
38002,ការដេញថ្លៃស្វែងរកសហគ្រិនដើម្បីសាងសង់សំណង់អគារសិក្សា,Shanti Volunteer Association,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12-Jan-2026,N/A,023 219 080,N/A,អង្គការ​ (SVA) ជា​អង្គការ​ ក្រៅ​រដ្ឋាភិបាល​របស់​ជប៉ុន​អនុវត្ត​កិច្ច​សហប្រតិបត្តិការ​អន្តរជាតិ​លើការស្តារ​ឡើងវិញ​នៃ​វិស័យ​អប់រំ​ និង​វប្បធម៌​នៅ​កម្ពុជា​ពី​ឆ្នាំ​១៩៩១។ បច្ចុប្បន្ន​(SVA)អនុវត្ត​គម្រោង​អភិវឌ្ឍន៍​នៅ​កម្ពុជា​ដូចជា​ គម្រោង​អប់រំ​ក្នុង​ និង​ក្រៅ​ប្រព័ន្ធ​ដោយ​ថវិកា​ជាអំណោយ​របស់​សប្បុរស​ជន​ជប៉ុន​ ហើយ​កំពុង​ស្វែងរក​សហគ្រិន​ប្រកបដោយ​គុណភាព​ដើម្បី​សាងសង់​សំណង់​អគារសិក្សា​ នៅ​តំបន់ជនបទ​ដូច​ខាងក្រោម​៖,"#8, Street 424, Sangkat Tumnob Tuek, Khan Chamkar Mon, Phnom Penh, Cambodia
No.520, Street 810, Kammeakor, Svay Por Sangkat, Battambang Municipality, Battambang Province, Cambodia",https://www.bongthom.com/job_detail/view_detail_38002.html,BongThom
38001,Invitation To Bid for Group Health/Accident Insurance Service,Caritas Cambodia,N/A,N/A,N/A,N/A,N/A,N/A,N/A,09-Jan-2026,TO:recruitment@caritascambodia.org,023 888 116,N/A,"Caritas Cambodia
is
an International Non-Governmental Organization has been
working
in sixteen provinces
of
Battambang, Siem Reap, Kampong Thom, Kandal, Takeo, Preah Vihear, Mondulkiri, Kratie, Stung Treng, Outdormean Chey, Kompong Cham, Kampong Chhnang, Pailen, Pursat, Rattanakiri provinces
and
Phnom Penh City
in
Integrated Community Development, Sustainable Agriculture, Community Health, HIV/AIDS, Prison, Prevention Eye Care, Community
Based
Disaster Preparedness, Emergency Response
and
Rehabilitation, Climate Change
and
Adaption, Right
Based
Approach, Advocacy, Gender & Anti-Trafficking, Vocational
Skills
Development
for
Youth Development, Friendly Vocational
Skills
Development
for
Young Women
and
Young Mother
with
Children,
and
Centre
for
Child
and
Adolescent Mental Health.","#416A, St.7E, Phum Paprak Khang Tboung, Sangkat Kakab, Khan Pur SenChey, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/invitation_to_bid_for_group_health_acci_38001.html,BongThom
37984,Various Positions,"Phnom Penh International Delicious Co., Ltd.",N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,29-Jan-2026,TO:echo-02pupa@icloud.com,070 356 668,N/A,"金邊國際美味有限公司（Midas）成立於 2018 年，坐落於柬埔寨金邊，是一家集食品研發、生產與銷售於一體的現代化大型食品加工企業。公司佔地約40,000 平方米，現有員工600餘人，是本地區極具規模的行業標竿。","Anlong Svay, Sangkat Boeng Thum, Khan Kamboul, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/various_positions_37984.html,BongThom
37999,"Project Management Officer, General Affairs Officer, and General Affairs Interns",Youth House for Cambodia-China Friendship Organization,N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,23-Jan-2026,TO:info@youthhouse-ccf.org,017 392 333,N/A,"Youth House
for
Cambodia-China Friendship (YHCCF)
was
officially formed since 11 January 2023,
as
a non-profit organization
for
strengthening
and
expending
the
relationship
of
the people
to
people
of
the two counties (Cambodia
and
China). Becoming
a
platform
for
exchanging between Cambodian
and
Chinese youth
is
aimed
at
contributing
to
the strengthening
and
expansion
of
people-to-people contacts, especially youth, between
the
two countries.","Business Development Centre (16th Floor) OCIC Blvd, Khan Chroy Changvar, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/project_management_officer_general_affai_37999.html,BongThom
37998,ការដេញថ្លៃគម្រោងស្តារផ្ទៃរងទឹកភ្លៀង និងជីកស្រះទឹក,Federation for Integrated Development of Agriculture in Cambodia Organization,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23-Jan-2026,N/A,012 830 172,N/A,យើងខ្ញុំ​កំពុង​ស្វែងរក​សំណើ​រសុំការ​ដេញថ្លៃ​ដូច​ខាងក្រោម​។,"Treang, Sla Kram Sangkat, Siem Reap Municipality, Siemreap Province, Cambodia
Khnar Krau, Kantuot Commune, Svay Leu District, Siemreap Province, Cambodia",https://www.bongthom.com/job_detail/view_detail_37998.html,BongThom
37996,Invitation for Bidding for Implementation of Enterprise Solutions Finder,Khmer Enterprise,N/A,N/A,N/A,N/A,N/A,N/A,N/A,KE is to invite agencies/implementers/partners for a detailed project briefing after the closing date.,TO:procurement@khmerenterprise.info,023 900 855,N/A,"Enterprise SolutionFinders (ESF)
is
an entrepreneurship capacity-building
program
aimed
at
strengthening
the
capacity
and
competitiveness
of
provincial enterprises
in
Cambodia.
The
program
is
designed
to
respond
to
challenges faced by early-stage entrepreneurs, including limited access
to
professional training, weak
business
fundamentals,
and
insufficient market-oriented planning.","Business Development Center (BDC) Building, 9th Floor, OCIC Blvd, Sangkat Chroy Changvar, Khan Chroy Changvar, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/invitation_for_bidding_for_implementati_37996.html,BongThom
37994,Accountant,"Hua Xing Vietnam Manufacturing Co., Ltd.",N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,28-Jan-2026,TO:elena@wellfieldhk.com,N/A,N/A,"Founded
in
1987, Huaxing
is
member
of
Wellfield lighter group,  has grown
from
a family workshop into
a
global lighter manufacturer supplying markets across Asia, Europe, and
the
Middle East.  We specialize
in
safe, reliable, and beautifully crafted lighters—produced across four factories
and
delivered to over 30 countries worldwide.","Tay Ning Province, Vietnam",https://www.bongthom.com/job_detail/accountant_37994.html,BongThom
37990,Innovative Technology Education and Support Officer,CARE Cambodia,N/A,N/A,$680,N/A,N/A,N/A,N/A,06-Jan-2026,TO:KHM.Jobs@care.org,N/A,N/A,"As
a
global leader, CARE
is
shaping
the
future
of
the humanitarian
and
development sector. Eash year, we deliver
support
and
services
to millions
of
people
in
over
a
hundred countries. We do
this
by focusing
on
our mission
and
living
the
values that drive our organization.
A
career
at
CARE
is
an
opportunity
to
be
part
of
a movement that brings communities together
to
solve complex problems
and
foster learning change throughout
the
world. We seek individuals
who
are passionate about humanitarian
and
development work, collaborate well
with
others, embrace learning
and
innovation,
and
deliver results.","#39 (3rd floor) Street 352, Sangkat Boeng Keng Kang Ti Muoy, Khan Boeng Keng Kang, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/innovative_technology_education_and_supp_37990.html,BongThom
37989,DLTP Program Manager,Caritas Cambodia Deaf Development Programme,N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,"30 PM on the closing date, either by email or by personal delivery to address provided in the contact details.",TO:director@ddp-cambodia.org,017 993 321,N/A,"When you
work
with
the
Caritas
Cambodia
Deaf
Development
Programme (DDP), you contribute
to
strengthening
the
rights, leadership,
and
inclusion
of
Deaf people
in
Cambodian society. DDP
is
a humanitarian programme
of
Caritas Cambodia, established
in
1997,
with
a mission
to
support Deaf people
to
achieve dignity, participation,
and
equal opportunities across education, employment, leadership,
and
community life.","#9B, Street 45BT, Tnot Chrum Village, Sangkat Boeng Tumpun, Khan Mean Chey, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/dltp_program_manager_37989.html,BongThom
37987,"Admin and Finance officer, and Project Officer",Improvement of the Disposal Capacity of Plastic Litter in Urban Provinces Ministry of Tourism,N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,11-Jan-2026,TO:bouvsnlida@gmail.com,086 524 013,N/A,"The
project
“Improvement
of
Disposal Capacity
of
Plastic Litter
in
Urban Provinces” aims
to
strengthen urban waste management systems, reduce plastic pollution,
and
improve environmental sustainability
in
targeted urban provinces.","St. 169, Sangkat Veal Vong, Khan Prampir Meakkakra, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/admin_and_finance_officer_and_project_of_37987.html,BongThom
37986,Request for Proposal for External Auditor,World Vision International-Recruitment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,06-Jan-2026,TO:procurement_cambodia@wvi.org,N/A,N/A,"World Vision
is
a non-profit, non-denominational Christian humanitarian aid
and
development organization that
is
dedicated
to
helping children
and
their communities worldwide
to
reach
their
full potential by tackling
the
causes
of
poverty. Through means such
as
emergency relief, education, health care, economic
development
and promotion
of
justice. Our
work
touches approximately 100 million people
in
nearly 100 countries,
assisting
people regardless
of
religion, ethnic background,
or
gender.","World Vision International, Procurement Unit #27th Floor, GIA Tower, St. Sopheak Mongkol,, Sangkat Tonle Basak, Khan Chamkar Mon, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/request_for_proposal_for_external_audito_37986.html,BongThom
37985,Advisor for Participatory Action Research,Action Aid International Cambodia,N/A,N/A,N/A,N/A,N/A,"Comprehensive knowledge and research experiences relevant to the field of the project especially understand the feminist action research concept Strong facilitation and qualitative research skill with the experience working with women workers and trade union as an asset At least 4 years of experience in conducting action research and action research training Have excellent written English skills and Khmer and demonstrated ability in writing briefing papers and other information products. At least master’s degree in a related area, preferably in labour rights and decent work, social science or gender and women's rights analysis and other relevant fields. Experience in conducting training on PAR and the research in area of labour rights, decent works, social science or gender and women’s rights, and other relevant fields. Able to examine, process and precisely dissect huge data, give brief outlines and clarify the importance of that data Ability to be flexible with time and work schedule on weekend as needed In-dept knowledge, skills and comprehensive experiences in monitoring and evaluation. Commitment to AAC's Child Protection and SHEA and Safeguarding policy",N/A,07-Jan-2026,TO:cambodia.job@actionaid.org,N/A,N/A,"The
project
“Fostering Feminist Action
in
Social Movement
and
Trade Union calling ( FAST)” partnership
with
CATU, CFSWF
and
IDEA,
the
local union
will
strengthen organizing, voice,
and
accountability among women workers
in
Cambodia’s both formal
and
informal economic workers, especially street vendors, Tuk Tuk drivers
and
transportation workers,
and
domestic workers—so
they
can exercise
their
rights, access social protection,
and
secure practical improvements
in
day-to-day
working
conditions.
The
project aims
to
promote meaningful engagement
and
leadership
of
women workers
in
social dialogue by enhancing
the
capacity
of
women workers
to
take
on
leadership
roles
and strengthening social movement
to
actively engage
in
collective action
to
promote
the
right
to
decent
work
for
all
and capacitating
the
women workers
to
monitor
the
implementation
of
policies
and
to collectively document.","#33, Street 71, Sangkat Tonle Basak, Khan Chamkar Mon, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/advisor_for_participatory_action_researc_37985.html,BongThom
